2023-05-08-16:50:02 -194.21 -99.849
2023-05-08-17:00:02 -194.21 -100.08
2023-05-08-17:10:02 -194.21 -99.878
2023-05-08-17:15:50 -194.21 -99.991
2023-05-08-17:20:02 -194.21 -100.04
2023-05-08-17:47:33 -194.21 -99.939
2023-05-08-17:50:02 -194.21 -99.954
2023-05-08-17:50:19 -194.21 -99.959
2023-05-08-17:52:39 -194.21 -99.981
2023-05-08-17:53:13 -194.2 -99.985
2023-05-08-17:54:49 -194.2 -99.993
2023-05-08-17:57:15 -194.2 -99.991
2023-05-08-17:57:40 -194.2 -99.99
2023-05-08-18:00:02 -194.2 -99.974
2023-05-08-18:00:02 -194.2 -99.973
2023-05-08-18:10:02 -194.2 -99.971
2023-05-08-18:20:02 -194.2 -99.963
2023-05-08-18:25:41 -194.22 -99.969
2023-05-08-18:27:11 -194.22 -99.97
2023-05-08-18:30:02 -194.22 -99.976
2023-05-08-18:40:02 -194.22 -99.967
2023-05-08-18:50:02 -194.22 -99.975
2023-05-08-19:00:02 -194.21 -99.969
2023-05-08-19:10:02 -194.21 -99.973
2023-05-08-19:20:02 -194.21 -99.968
2023-05-08-19:26:07 -194.21 -99.971
2023-05-08-19:30:02 -194.21 -99.973
2023-05-08-19:38:09 -194.21 -99.969
2023-05-08-19:38:49 -194.21 -99.972
2023-05-08-19:40:02 -194.21 -99.969
2023-05-08-19:42:41 -194.21 -99.971
2023-05-08-19:50:02 -194.2 -99.972
2023-05-08-19:51:13 -194.2 -99.973
2023-05-08-19:52:39 -194.2 -99.972
2023-05-08-19:53:47 -194.2 -99.972
2023-05-08-20:00:02 -194.2 -99.971
2023-05-08-20:10:02 -194.2 -99.97
2023-05-08-20:20:02 -194.2 -99.97
2023-05-08-20:30:02 -194.19 -99.971
2023-05-08-20:40:02 -194.19 -99.972
2023-05-08-20:50:02 -194.18 -99.97
2023-05-08-21:00:02 -194.18 -99.972
2023-05-08-21:10:02 -194.17 -99.973
2023-05-08-21:20:02 -194.17 -99.971
2023-05-08-21:30:02 -194.17 -99.971
2023-05-08-21:40:02 -194.16 -99.972
2023-05-08-21:50:02 -194.16 -99.971
2023-05-08-22:00:02 -194.16 -99.971
2023-05-08-22:10:02 -194.16 -99.972
2023-05-08-22:20:02 -194.15 -99.971
2023-05-08-22:30:02 -194.14 -99.97
2023-05-08-22:40:02 -194.14 -99.97
2023-05-08-22:50:02 -194.14 -99.97
2023-05-08-23:00:02 -194.14 -99.971
2023-05-08-23:10:02 -194.14 -99.972
2023-05-08-23:20:02 -194.13 -99.972
2023-05-08-23:30:02 -194.12 -99.972
2023-05-08-23:40:02 -194.12 -99.97
2023-05-08-23:50:02 -194.12 -99.971
2023-05-09-00:00:02 -194.13 -99.972
2023-05-09-00:10:02 -194.13 -99.972
2023-05-09-00:20:02 -194.14 -99.971
2023-05-09-00:30:02 -194.14 -99.972
2023-05-09-00:40:02 -194.14 -99.97
2023-05-09-00:50:02 -194.14 -99.972
2023-05-09-01:00:02 -194.15 -99.972
2023-05-09-01:10:02 -194.13 -99.972
2023-05-09-01:20:02 -194.13 -99.972
2023-05-09-01:30:02 -194.13 -99.97
2023-05-09-01:40:02 -194.12 -99.973
